municipio_codigo;municipio_nombre;sexo;lugar_nacimiento;poblacion_empadronada
030;Cabrera (La);Hombre;Unión Europea ;1128
030;Cabrera (La);Mujer;África;39
030;Cabrera (La);Mujer;América del Central y del Caribe;16
030;Cabrera (La);Mujer;América del Norte;3
030;Cabrera (La);Mujer;América del Sur;62
030;Cabrera (La);Mujer;Apátridas;0
030;Cabrera (La);Mujer;Asia;4
030;Cabrera (La);Mujer;Oceanía;0
030;Cabrera (La);Mujer;Otros países de América;0
030;Cabrera (La);Mujer;Resto de Europa;16
030;Cabrera (La);Mujer;Unión Europea ;1150
031;Cadalso de los Vidrios;Hombre;África;87
031;Cadalso de los Vidrios;Hombre;América del Central y del Caribe;6
031;Cadalso de los Vidrios;Hombre;América del Norte;0
031;Cadalso de los Vidrios;Hombre;América del Sur;23
031;Cadalso de los Vidrios;Hombre;Apátridas;0
031;Cadalso de los Vidrios;Hombre;Asia;1
031;Cadalso de los Vidrios;Hombre;Oceanía;0
031;Cadalso de los Vidrios;Hombre;Otros países de América;0
031;Cadalso de los Vidrios;Hombre;Resto de Europa;2
031;Cadalso de los Vidrios;Hombre;Unión Europea ;1480
031;Cadalso de los Vidrios;Mujer;África;54
031;Cadalso de los Vidrios;Mujer;América del Central y del Caribe;9
031;Cadalso de los Vidrios;Mujer;América del Norte;2
031;Cadalso de los Vidrios;Mujer;América del Sur;25
031;Cadalso de los Vidrios;Mujer;Apátridas;0
031;Cadalso de los Vidrios;Mujer;Asia;1
031;Cadalso de los Vidrios;Mujer;Oceanía;0
031;Cadalso de los Vidrios;Mujer;Otros países de América;0
031;Cadalso de los Vidrios;Mujer;Resto de Europa;5
031;Cadalso de los Vidrios;Mujer;Unión Europea ;1358
032;Camarma de Esteruelas;Hombre;África;47
032;Camarma de Esteruelas;Hombre;América del Central y del Caribe;26
032;Camarma de Esteruelas;Hombre;América del Norte;38
032;Camarma de Esteruelas;Hombre;América del Sur;88
032;Camarma de Esteruelas;Hombre;Apátridas;0
032;Camarma de Esteruelas;Hombre;Asia;18
032;Camarma de Esteruelas;Hombre;Oceanía;2
032;Camarma de Esteruelas;Hombre;Otros países de América;0
032;Camarma de Esteruelas;Hombre;Resto de Europa;18
032;Camarma de Esteruelas;Hombre;Unión Europea ;3353
032;Camarma de Esteruelas;Mujer;África;44
032;Camarma de Esteruelas;Mujer;América del Central y del Caribe;40
032;Camarma de Esteruelas;Mujer;América del Norte;38
032;Camarma de Esteruelas;Mujer;América del Sur;105
032;Camarma de Esteruelas;Mujer;Apátridas;0
032;Camarma de Esteruelas;Mujer;Asia;15
032;Camarma de Esteruelas;Mujer;Oceanía;2
032;Camarma de Esteruelas;Mujer;Otros países de América;0
032;Camarma de Esteruelas;Mujer;Resto de Europa;15
032;Camarma de Esteruelas;Mujer;Unión Europea ;3235
033;Campo Real;Hombre;África;66
033;Campo Real;Hombre;América del Central y del Caribe;23
033;Campo Real;Hombre;América del Norte;6
033;Campo Real;Hombre;América del Sur;85
033;Campo Real;Hombre;Apátridas;0
033;Campo Real;Hombre;Asia;12
033;Campo Real;Hombre;Oceanía;0
033;Campo Real;Hombre;Otros países de América;0
033;Campo Real;Hombre;Resto de Europa;5
033;Campo Real;Hombre;Unión Europea ;2825
033;Campo Real;Mujer;África;45
033;Campo Real;Mujer;América del Central y del Caribe;25
033;Campo Real;Mujer;América del Norte;9
033;Campo Real;Mujer;América del Sur;113
033;Campo Real;Mujer;Apátridas;0
033;Campo Real;Mujer;Asia;7
033;Campo Real;Mujer;Oceanía;1
033;Campo Real;Mujer;Otros países de América;0
033;Campo Real;Mujer;Resto de Europa;9
033;Campo Real;Mujer;Unión Europea ;2764
034;Canencia;Hombre;África;0
034;Canencia;Hombre;América del Central y del Caribe;1
034;Canencia;Hombre;América del Norte;0
034;Canencia;Hombre;América del Sur;6
034;Canencia;Hombre;Apátridas;0
034;Canencia;Hombre;Asia;0
034;Canencia;Hombre;Oceanía;0
034;Canencia;Hombre;Otros países de América;0
034;Canencia;Hombre;Resto de Europa;1
034;Canencia;Hombre;Unión Europea ;233
034;Canencia;Mujer;África;2
034;Canencia;Mujer;América del Central y del Caribe;4
034;Canencia;Mujer;América del Norte;0
034;Canencia;Mujer;América del Sur;6
034;Canencia;Mujer;Apátridas;0
034;Canencia;Mujer;Asia;0
034;Canencia;Mujer;Oceanía;0
034;Canencia;Mujer;Otros países de América;0
034;Canencia;Mujer;Resto de Europa;0
034;Canencia;Mujer;Unión Europea ;195
035;Carabaña;Hombre;África;7
035;Carabaña;Hombre;América del Central y del Caribe;6
035;Carabaña;Hombre;América del Norte;3
035;Carabaña;Hombre;América del Sur;16
035;Carabaña;Hombre;Apátridas;0
035;Carabaña;Hombre;Asia;5
035;Carabaña;Hombre;Oceanía;0
035;Carabaña;Hombre;Otros países de América;0
035;Carabaña;Hombre;Resto de Europa;5
035;Carabaña;Hombre;Unión Europea ;919
035;Carabaña;Mujer;África;4
035;Carabaña;Mujer;América del Central y del Caribe;15
035;Carabaña;Mujer;América del Norte;5
035;Carabaña;Mujer;América del Sur;25
035;Carabaña;Mujer;Apátridas;0
035;Carabaña;Mujer;Asia;4
035;Carabaña;Mujer;Oceanía;1
035;Carabaña;Mujer;Otros países de América;0
035;Carabaña;Mujer;Resto de Europa;10
035;Carabaña;Mujer;Unión Europea ;915
036;Casarrubuelos;Hombre;África;27
036;Casarrubuelos;Hombre;América del Central y del Caribe;3
036;Casarrubuelos;Hombre;América del Norte;0
036;Casarrubuelos;Hombre;América del Sur;55
036;Casarrubuelos;Hombre;Apátridas;0
036;Casarrubuelos;Hombre;Asia;7
036;Casarrubuelos;Hombre;Oceanía;0
036;Casarrubuelos;Hombre;Otros países de América;0
036;Casarrubuelos;Hombre;Resto de Europa;2
036;Casarrubuelos;Hombre;Unión Europea ;1773
036;Casarrubuelos;Mujer;África;21
036;Casarrubuelos;Mujer;América del Central y del Caribe;8
036;Casarrubuelos;Mujer;América del Norte;4
036;Casarrubuelos;Mujer;América del Sur;58
036;Casarrubuelos;Mujer;Apátridas;0
036;Casarrubuelos;Mujer;Asia;9
036;Casarrubuelos;Mujer;Oceanía;0
036;Casarrubuelos;Mujer;Otros países de América;0
036;Casarrubuelos;Mujer;Resto de Europa;2
036;Casarrubuelos;Mujer;Unión Europea ;1681
037;Cenicientos;Hombre;África;44
037;Cenicientos;Hombre;América del Central y del Caribe;1
037;Cenicientos;Hombre;América del Norte;1
037;Cenicientos;Hombre;América del Sur;9
037;Cenicientos;Hombre;Apátridas;0
037;Cenicientos;Hombre;Asia;2
037;Cenicientos;Hombre;Oceanía;0
037;Cenicientos;Hombre;Otros países de América;0
037;Cenicientos;Hombre;Resto de Europa;2
037;Cenicientos;Hombre;Unión Europea ;914
037;Cenicientos;Mujer;África;29
037;Cenicientos;Mujer;América del Central y del Caribe;0
037;Cenicientos;Mujer;América del Norte;0
037;Cenicientos;Mujer;América del Sur;10
037;Cenicientos;Mujer;Apátridas;0
037;Cenicientos;Mujer;Asia;2
037;Cenicientos;Mujer;Oceanía;0
037;Cenicientos;Mujer;Otros países de América;0
037;Cenicientos;Mujer;Resto de Europa;1
037;Cenicientos;Mujer;Unión Europea ;969
038;Cercedilla;Hombre;África;159
038;Cercedilla;Hombre;América del Central y del Caribe;32
038;Cercedilla;Hombre;América del Norte;12
038;Cercedilla;Hombre;América del Sur;100
038;Cercedilla;Hombre;Apátridas;0
038;Cercedilla;Hombre;Asia;13
038;Cercedilla;Hombre;Oceanía;1
038;Cercedilla;Hombre;Otros países de América;0
038;Cercedilla;Hombre;Resto de Europa;16
038;Cercedilla;Hombre;Unión Europea ;3020
038;Cercedilla;Mujer;África;114
038;Cercedilla;Mujer;América del Central y del Caribe;55
038;Cercedilla;Mujer;América del Norte;6
038;Cercedilla;Mujer;América del Sur;115
038;Cercedilla;Mujer;Apátridas;0
038;Cercedilla;Mujer;Asia;14
038;Cercedilla;Mujer;Oceanía;1
038;Cercedilla;Mujer;Otros países de América;0
038;Cercedilla;Mujer;Resto de Europa;25
038;Cercedilla;Mujer;Unión Europea ;3170
039;Cervera de Buitrago;Hombre;África;3
039;Cervera de Buitrago;Hombre;América del Central y del Caribe;0
039;Cervera de Buitrago;Hombre;América del Norte;0
039;Cervera de Buitrago;Hombre;América del Sur;1
039;Cervera de Buitrago;Hombre;Apátridas;0
039;Cervera de Buitrago;Hombre;Asia;0
039;Cervera de Buitrago;Hombre;Oceanía;0
039;Cervera de Buitrago;Hombre;Otros países de América;0
039;Cervera de Buitrago;Hombre;Resto de Europa;0
039;Cervera de Buitrago;Hombre;Unión Europea ;88
039;Cervera de Buitrago;Mujer;África;0
039;Cervera de Buitrago;Mujer;América del Central y del Caribe;0
039;Cervera de Buitrago;Mujer;América del Norte;0
039;Cervera de Buitrago;Mujer;América del Sur;2
039;Cervera de Buitrago;Mujer;Apátridas;0
039;Cervera de Buitrago;Mujer;Asia;0
039;Cervera de Buitrago;Mujer;Oceanía;0
039;Cervera de Buitrago;Mujer;Otros países de América;0
039;Cervera de Buitrago;Mujer;Resto de Europa;0
039;Cervera de Buitrago;Mujer;Unión Europea ;62
051;Chapinería;Hombre;África;70
051;Chapinería;Hombre;América del Central y del Caribe;3
051;Chapinería;Hombre;América del Norte;2
051;Chapinería;Hombre;América del Sur;31
051;Chapinería;Hombre;Apátridas;0
051;Chapinería;Hombre;Asia;6
051;Chapinería;Hombre;Oceanía;0
051;Chapinería;Hombre;Otros países de América;0
051;Chapinería;Hombre;Resto de Europa;2
051;Chapinería;Hombre;Unión Europea ;1021
051;Chapinería;Mujer;África;45
051;Chapinería;Mujer;América del Central y del Caribe;2
051;Chapinería;Mujer;América del Norte;2
051;Chapinería;Mujer;América del Sur;46
051;Chapinería;Mujer;Apátridas;0
051;Chapinería;Mujer;Asia;6
051;Chapinería;Mujer;Oceanía;0
051;Chapinería;Mujer;Otros países de América;0
051;Chapinería;Mujer;Resto de Europa;6
051;Chapinería;Mujer;Unión Europea ;983
052;Chinchón;Hombre;África;73
052;Chinchón;Hombre;América del Central y del Caribe;13
052;Chinchón;Hombre;América del Norte;6
052;Chinchón;Hombre;América del Sur;100
052;Chinchón;Hombre;Apátridas;0
052;Chinchón;Hombre;Asia;4
052;Chinchón;Hombre;Oceanía;0
052;Chinchón;Hombre;Otros países de América;0
052;Chinchón;Hombre;Resto de Europa;18
052;Chinchón;Hombre;Unión Europea ;2431
052;Chinchón;Mujer;África;47
052;Chinchón;Mujer;América del Central y del Caribe;17
052;Chinchón;Mujer;América del Norte;5
052;Chinchón;Mujer;América del Sur;115
052;Chinchón;Mujer;Apátridas;0
052;Chinchón;Mujer;Asia;15
052;Chinchón;Mujer;Oceanía;1
052;Chinchón;Mujer;Otros países de América;0
052;Chinchón;Mujer;Resto de Europa;22
052;Chinchón;Mujer;Unión Europea ;2373
040;Ciempozuelos;Hombre;África;469
040;Ciempozuelos;Hombre;América del Central y del Caribe;114
040;Ciempozuelos;Hombre;América del Norte;16
040;Ciempozuelos;Hombre;América del Sur;645
040;Ciempozuelos;Hombre;Apátridas;0
040;Ciempozuelos;Hombre;Asia;52
040;Ciempozuelos;Hombre;Oceanía;0
040;Ciempozuelos;Hombre;Otros países de América;0
040;Ciempozuelos;Hombre;Resto de Europa;78
040;Ciempozuelos;Hombre;Unión Europea ;10576
040;Ciempozuelos;Mujer;África;380
040;Ciempozuelos;Mujer;América del Central y del Caribe;140
040;Ciempozuelos;Mujer;América del Norte;23
040;Ciempozuelos;Mujer;América del Sur;824
040;Ciempozuelos;Mujer;Apátridas;0
040;Ciempozuelos;Mujer;Asia;50
040;Ciempozuelos;Mujer;Oceanía;2
040;Ciempozuelos;Mujer;Otros países de América;0
040;Ciempozuelos;Mujer;Resto de Europa;84
040;Ciempozuelos;Mujer;Unión Europea ;10283
041;Cobeña;Hombre;África;29
041;Cobeña;Hombre;América del Central y del Caribe;15
041;Cobeña;Hombre;América del Norte;16
041;Cobeña;Hombre;América del Sur;139
041;Cobeña;Hombre;Apátridas;0
041;Cobeña;Hombre;Asia;18
041;Cobeña;Hombre;Oceanía;1
041;Cobeña;Hombre;Otros países de América;0
041;Cobeña;Hombre;Resto de Europa;24
041;Cobeña;Hombre;Unión Europea ;3292
041;Cobeña;Mujer;África;29
041;Cobeña;Mujer;América del Central y del Caribe;31
041;Cobeña;Mujer;América del Norte;20
041;Cobeña;Mujer;América del Sur;188
041;Cobeña;Mujer;Apátridas;0
041;Cobeña;Mujer;Asia;22
041;Cobeña;Mujer;Oceanía;1
041;Cobeña;Mujer;Otros países de América;0
041;Cobeña;Mujer;Resto de Europa;29
041;Cobeña;Mujer;Unión Europea ;3309
046;Collado Mediano;Hombre;África;179
046;Collado Mediano;Hombre;América del Central y del Caribe;14
046;Collado Mediano;Hombre;América del Norte;16
046;Collado Mediano;Hombre;América del Sur;92
046;Collado Mediano;Hombre;Apátridas;0
046;Collado Mediano;Hombre;Asia;19
046;Collado Mediano;Hombre;Oceanía;2
046;Collado Mediano;Hombre;Otros países de América;0
046;Collado Mediano;Hombre;Resto de Europa;20
046;Collado Mediano;Hombre;Unión Europea ;2994
046;Collado Mediano;Mujer;África;148
046;Collado Mediano;Mujer;América del Central y del Caribe;23
046;Collado Mediano;Mujer;América del Norte;18
046;Collado Mediano;Mujer;América del Sur;126
046;Collado Mediano;Mujer;Apátridas;0
046;Collado Mediano;Mujer;Asia;13
046;Collado Mediano;Mujer;Oceanía;2
046;Collado Mediano;Mujer;Otros países de América;0
046;Collado Mediano;Mujer;Resto de Europa;24
046;Collado Mediano;Mujer;Unión Europea ;2976
047;Collado Villalba;Hombre;África;1399
047;Collado Villalba;Hombre;América del Central y del Caribe;344
047;Collado Villalba;Hombre;América del Norte;62
047;Collado Villalba;Hombre;América del Sur;2779
047;Collado Villalba;Hombre;Apátridas;0
047;Collado Villalba;Hombre;Asia;160
047;Collado Villalba;Hombre;Oceanía;5
047;Collado Villalba;Hombre;Otros países de América;0
047;Collado Villalba;Hombre;Resto de Europa;159
047;Collado Villalba;Hombre;Unión Europea ;25361
047;Collado Villalba;Mujer;África;1084
047;Collado Villalba;Mujer;América del Central y del Caribe;483
047;Collado Villalba;Mujer;América del Norte;93
047;Collado Villalba;Mujer;América del Sur;3504
047;Collado Villalba;Mujer;Apátridas;0
047;Collado Villalba;Mujer;Asia;191
047;Collado Villalba;Mujer;Oceanía;10
047;Collado Villalba;Mujer;Otros países de América;0
047;Collado Villalba;Mujer;Resto de Europa;225
047;Collado Villalba;Mujer;Unión Europea ;26292
043;Colmenar de Oreja;Hombre;África;62
043;Colmenar de Oreja;Hombre;América del Central y del Caribe;6
043;Colmenar de Oreja;Hombre;América del Norte;3
043;Colmenar de Oreja;Hombre;América del Sur;96
043;Colmenar de Oreja;Hombre;Apátridas;0
043;Colmenar de Oreja;Hombre;Asia;9
043;Colmenar de Oreja;Hombre;Oceanía;0
043;Colmenar de Oreja;Hombre;Otros países de América;0
043;Colmenar de Oreja;Hombre;Resto de Europa;6
043;Colmenar de Oreja;Hombre;Unión Europea ;3777
043;Colmenar de Oreja;Mujer;África;36
043;Colmenar de Oreja;Mujer;América del Central y del Caribe;26
043;Colmenar de Oreja;Mujer;América del Norte;10
043;Colmenar de Oreja;Mujer;América del Sur;101
043;Colmenar de Oreja;Mujer;Apátridas;0
043;Colmenar de Oreja;Mujer;Asia;8
043;Colmenar de Oreja;Mujer;Oceanía;1
043;Colmenar de Oreja;Mujer;Otros países de América;0
043;Colmenar de Oreja;Mujer;Resto de Europa;12
043;Colmenar de Oreja;Mujer;Unión Europea ;3657
042;Colmenar del Arroyo;Hombre;África;67
042;Colmenar del Arroyo;Hombre;América del Central y del Caribe;2
042;Colmenar del Arroyo;Hombre;América del Norte;3
042;Colmenar del Arroyo;Hombre;América del Sur;32
042;Colmenar del Arroyo;Hombre;Apátridas;0
042;Colmenar del Arroyo;Hombre;Asia;5
042;Colmenar del Arroyo;Hombre;Oceanía;0
042;Colmenar del Arroyo;Hombre;Otros países de América;0
042;Colmenar del Arroyo;Hombre;Resto de Europa;2
042;Colmenar del Arroyo;Hombre;Unión Europea ;728
042;Colmenar del Arroyo;Mujer;África;46
042;Colmenar del Arroyo;Mujer;América del Central y del Caribe;4
042;Colmenar del Arroyo;Mujer;América del Norte;0
042;Colmenar del Arroyo;Mujer;América del Sur;48
042;Colmenar del Arroyo;Mujer;Apátridas;0
042;Colmenar del Arroyo;Mujer;Asia;7
042;Colmenar del Arroyo;Mujer;Oceanía;0
042;Colmenar del Arroyo;Mujer;Otros países de América;0
042;Colmenar del Arroyo;Mujer;Resto de Europa;1
042;Colmenar del Arroyo;Mujer;Unión Europea ;687
045;Colmenar Viejo;Hombre;África;742
045;Colmenar Viejo;Hombre;América del Central y del Caribe;241
045;Colmenar Viejo;Hombre;América del Norte;77
045;Colmenar Viejo;Hombre;América del Sur;1617
045;Colmenar Viejo;Hombre;Apátridas;0
045;Colmenar Viejo;Hombre;Asia;176
045;Colmenar Viejo;Hombre;Oceanía;4
045;Colmenar Viejo;Hombre;Otros países de América;0
045;Colmenar Viejo;Hombre;Resto de Europa;70
045;Colmenar Viejo;Hombre;Unión Europea ;21102
045;Colmenar Viejo;Mujer;África;505
045;Colmenar Viejo;Mujer;América del Central y del Caribe;358
045;Colmenar Viejo;Mujer;América del Norte;110
045;Colmenar Viejo;Mujer;América del Sur;2038
045;Colmenar Viejo;Mujer;Apátridas;0
045;Colmenar Viejo;Mujer;Asia;152
045;Colmenar Viejo;Mujer;Oceanía;6
045;Colmenar Viejo;Mujer;Otros países de América;0
045;Colmenar Viejo;Mujer;Resto de Europa;130
045;Colmenar Viejo;Mujer;Unión Europea ;21286
044;Colmenarejo;Hombre;África;138
044;Colmenarejo;Hombre;América del Central y del Caribe;20
044;Colmenarejo;Hombre;América del Norte;17
044;Colmenarejo;Hombre;América del Sur;238
044;Colmenarejo;Hombre;Apátridas;0
044;Colmenarejo;Hombre;Asia;28
044;Colmenarejo;Hombre;Oceanía;2
044;Colmenarejo;Hombre;Otros países de América;1
044;Colmenarejo;Hombre;Resto de Europa;17
044;Colmenarejo;Hombre;Unión Europea ;3973
044;Colmenarejo;Mujer;África;95
044;Colmenarejo;Mujer;América del Central y del Caribe;35
044;Colmenarejo;Mujer;América del Norte;19
044;Colmenarejo;Mujer;América del Sur;301
044;Colmenarejo;Mujer;Apátridas;0
044;Colmenarejo;Mujer;Asia;28
044;Colmenarejo;Mujer;Oceanía;1
044;Colmenarejo;Mujer;Otros países de América;0
044;Colmenarejo;Mujer;Resto de Europa;28
044;Colmenarejo;Mujer;Unión Europea ;4074
048;Corpa;Hombre;África;3
048;Corpa;Hombre;América del Central y del Caribe;5
048;Corpa;Hombre;América del Norte;0
048;Corpa;Hombre;América del Sur;7
048;Corpa;Hombre;Apátridas;0
048;Corpa;Hombre;Asia;0
048;Corpa;Hombre;Oceanía;0
048;Corpa;Hombre;Otros países de América;0
048;Corpa;Hombre;Resto de Europa;1
048;Corpa;Hombre;Unión Europea ;347
048;Corpa;Mujer;África;1
048;Corpa;Mujer;América del Central y del Caribe;2
048;Corpa;Mujer;América del Norte;0
048;Corpa;Mujer;América del Sur;12
048;Corpa;Mujer;Apátridas;0
048;Corpa;Mujer;Asia;0
048;Corpa;Mujer;Oceanía;0
048;Corpa;Mujer;Otros países de América;0
048;Corpa;Mujer;Resto de Europa;3
048;Corpa;Mujer;Unión Europea ;303
049;Coslada;Hombre;África;308
049;Coslada;Hombre;América del Central y del Caribe;140
049;Coslada;Hombre;América del Norte;35
049;Coslada;Hombre;América del Sur;800
049;Coslada;Hombre;Apátridas;0
049;Coslada;Hombre;Asia;232
049;Coslada;Hombre;Oceanía;7
049;Coslada;Hombre;Otros países de América;0
049;Coslada;Hombre;Resto de Europa;119
049;Coslada;Hombre;Unión Europea ;39141
049;Coslada;Mujer;África;222
049;Coslada;Mujer;América del Central y del Caribe;239
049;Coslada;Mujer;América del Norte;48
049;Coslada;Mujer;América del Sur;1037
049;Coslada;Mujer;Apátridas;0
049;Coslada;Mujer;Asia;233
049;Coslada;Mujer;Oceanía;4
049;Coslada;Mujer;Otros países de América;0
049;Coslada;Mujer;Resto de Europa;143
049;Coslada;Mujer;Unión Europea ;40301
050;Cubas de la Sagra;Hombre;África;26
050;Cubas de la Sagra;Hombre;América del Central y del Caribe;23
050;Cubas de la Sagra;Hombre;América del Norte;2
050;Cubas de la Sagra;Hombre;América del Sur;106
050;Cubas de la Sagra;Hombre;Apátridas;0
050;Cubas de la Sagra;Hombre;Asia;16
050;Cubas de la Sagra;Hombre;Oceanía;1
050;Cubas de la Sagra;Hombre;Otros países de América;0
050;Cubas de la Sagra;Hombre;Resto de Europa;10
050;Cubas de la Sagra;Hombre;Unión Europea ;2840
050;Cubas de la Sagra;Mujer;África;22
050;Cubas de la Sagra;Mujer;América del Central y del Caribe;29
050;Cubas de la Sagra;Mujer;América del Norte;4
050;Cubas de la Sagra;Mujer;América del Sur;136
050;Cubas de la Sagra;Mujer;Apátridas;0
050;Cubas de la Sagra;Mujer;Asia;24
050;Cubas de la Sagra;Mujer;Oceanía;0
050;Cubas de la Sagra;Mujer;Otros países de América;0
050;Cubas de la Sagra;Mujer;Resto de Europa;8
050;Cubas de la Sagra;Mujer;Unión Europea ;2865
053;Daganzo de Arriba;Hombre;África;29
053;Daganzo de Arriba;Hombre;América del Central y del Caribe;18
053;Daganzo de Arriba;Hombre;América del Norte;21
053;Daganzo de Arriba;Hombre;América del Sur;195
053;Daganzo de Arriba;Hombre;Apátridas;0
053;Daganzo de Arriba;Hombre;Asia;16
053;Daganzo de Arriba;Hombre;Oceanía;1
053;Daganzo de Arriba;Hombre;Otros países de América;0
053;Daganzo de Arriba;Hombre;Resto de Europa;14
053;Daganzo de Arriba;Hombre;Unión Europea ;4744
053;Daganzo de Arriba;Mujer;África;28
053;Daganzo de Arriba;Mujer;América del Central y del Caribe;45
053;Daganzo de Arriba;Mujer;América del Norte;29
053;Daganzo de Arriba;Mujer;América del Sur;217
053;Daganzo de Arriba;Mujer;Apátridas;0
053;Daganzo de Arriba;Mujer;Asia;24
053;Daganzo de Arriba;Mujer;Oceanía;0
053;Daganzo de Arriba;Mujer;Otros países de América;0
053;Daganzo de Arriba;Mujer;Resto de Europa;20
053;Daganzo de Arriba;Mujer;Unión Europea ;4680
054;Escorial (El);Hombre;África;178
054;Escorial (El);Hombre;América del Central y del Caribe;42
054;Escorial (El);Hombre;América del Norte;40
054;Escorial (El);Hombre;América del Sur;288
054;Escorial (El);Hombre;Apátridas;0
054;Escorial (El);Hombre;Asia;40
054;Escorial (El);Hombre;Oceanía;6
054;Escorial (El);Hombre;Otros países de América;0
054;Escorial (El);Hombre;Resto de Europa;131
054;Escorial (El);Hombre;Unión Europea ;6950
054;Escorial (El);Mujer;África;122
054;Escorial (El);Mujer;América del Central y del Caribe;80
054;Escorial (El);Mujer;América del Norte;50
054;Escorial (El);Mujer;América del Sur;397
054;Escorial (El);Mujer;Apátridas;0
054;Escorial (El);Mujer;Asia;51
054;Escorial (El);Mujer;Oceanía;4
054;Escorial (El);Mujer;Otros países de América;0
054;Escorial (El);Mujer;Resto de Europa;183
054;Escorial (El);Mujer;Unión Europea ;6997
055;Estremera;Hombre;África;8
055;Estremera;Hombre;América del Central y del Caribe;3
055;Estremera;Hombre;América del Norte;2
055;Estremera;Hombre;América del Sur;8
055;Estremera;Hombre;Apátridas;0
055;Estremera;Hombre;Asia;3
055;Estremera;Hombre;Oceanía;0
055;Estremera;Hombre;Otros países de América;0
055;Estremera;Hombre;Resto de Europa;0
055;Estremera;Hombre;Unión Europea ;616
055;Estremera;Mujer;África;7
055;Estremera;Mujer;América del Central y del Caribe;0
055;Estremera;Mujer;América del Norte;3
055;Estremera;Mujer;América del Sur;14
055;Estremera;Mujer;Apátridas;0
055;Estremera;Mujer;Asia;1
055;Estremera;Mujer;Oceanía;0
055;Estremera;Mujer;Otros países de América;0
055;Estremera;Mujer;Resto de Europa;0
055;Estremera;Mujer;Unión Europea ;596
056;Fresnedillas de la Oliva;Hombre;África;120
056;Fresnedillas de la Oliva;Hombre;América del Central y del Caribe;5
056;Fresnedillas de la Oliva;Hombre;América del Norte;1
056;Fresnedillas de la Oliva;Hombre;América del Sur;29
056;Fresnedillas de la Oliva;Hombre;Apátridas;0
056;Fresnedillas de la Oliva;Hombre;Asia;2
056;Fresnedillas de la Oliva;Hombre;Oceanía;0
056;Fresnedillas de la Oliva;Hombre;Otros países de América;0
056;Fresnedillas de la Oliva;Hombre;Resto de Europa;6
056;Fresnedillas de la Oliva;Hombre;Unión Europea ;629
056;Fresnedillas de la Oliva;Mujer;África;92
056;Fresnedillas de la Oliva;Mujer;América del Central y del Caribe;8
056;Fresnedillas de la Oliva;Mujer;América del Norte;4
056;Fresnedillas de la Oliva;Mujer;América del Sur;38
056;Fresnedillas de la Oliva;Mujer;Apátridas;0
056;Fresnedillas de la Oliva;Mujer;Asia;1
056;Fresnedillas de la Oliva;Mujer;Oceanía;0
056;Fresnedillas de la Oliva;Mujer;Otros países de América;0
056;Fresnedillas de la Oliva;Mujer;Resto de Europa;10
056;Fresnedillas de la Oliva;Mujer;Unión Europea ;605
057;Fresno de Torote;Hombre;África;19
057;Fresno de Torote;Hombre;América del Central y del Caribe;4
057;Fresno de Torote;Hombre;América del Norte;2
057;Fresno de Torote;Hombre;América del Sur;35
057;Fresno de Torote;Hombre;Apátridas;0
057;Fresno de Torote;Hombre;Asia;1
057;Fresno de Torote;Hombre;Oceanía;0
057;Fresno de Torote;Hombre;Otros países de América;0
057;Fresno de Torote;Hombre;Resto de Europa;6
057;Fresno de Torote;Hombre;Unión Europea ;1042
057;Fresno de Torote;Mujer;África;9
057;Fresno de Torote;Mujer;América del Central y del Caribe;11
057;Fresno de Torote;Mujer;América del Norte;1
057;Fresno de Torote;Mujer;América del Sur;46
057;Fresno de Torote;Mujer;Apátridas;0
057;Fresno de Torote;Mujer;Asia;0
057;Fresno de Torote;Mujer;Oceanía;0
057;Fresno de Torote;Mujer;Otros países de América;0
057;Fresno de Torote;Mujer;Resto de Europa;5
057;Fresno de Torote;Mujer;Unión Europea ;934
058;Fuenlabrada;Hombre;África;4102
058;Fuenlabrada;Hombre;América del Central y del Caribe;721
058;Fuenlabrada;Hombre;América del Norte;47
058;Fuenlabrada;Hombre;América del Sur;3688
058;Fuenlabrada;Hombre;Apátridas;0
058;Fuenlabrada;Hombre;Asia;920
058;Fuenlabrada;Hombre;Oceanía;14
058;Fuenlabrada;Hombre;Otros países de América;0
058;Fuenlabrada;Hombre;Resto de Europa;509
058;Fuenlabrada;Hombre;Unión Europea ;86236
058;Fuenlabrada;Mujer;África;3500
058;Fuenlabrada;Mujer;América del Central y del Caribe;1020
058;Fuenlabrada;Mujer;América del Norte;85
058;Fuenlabrada;Mujer;América del Sur;4476
058;Fuenlabrada;Mujer;Apátridas;0
058;Fuenlabrada;Mujer;Asia;820
058;Fuenlabrada;Mujer;Oceanía;14
058;Fuenlabrada;Mujer;Otros países de América;0
058;Fuenlabrada;Mujer;Resto de Europa;588
058;Fuenlabrada;Mujer;Unión Europea ;87928
059;Fuente el Saz de Jarama;Hombre;África;117
059;Fuente el Saz de Jarama;Hombre;América del Central y del Caribe;83
059;Fuente el Saz de Jarama;Hombre;América del Norte;5
059;Fuente el Saz de Jarama;Hombre;América del Sur;162
059;Fuente el Saz de Jarama;Hombre;Apátridas;0
059;Fuente el Saz de Jarama;Hombre;Asia;22
059;Fuente el Saz de Jarama;Hombre;Oceanía;1
059;Fuente el Saz de Jarama;Hombre;Otros países de América;0
059;Fuente el Saz de Jarama;Hombre;Resto de Europa;5
059;Fuente el Saz de Jarama;Hombre;Unión Europea ;2863
